level_0,molregno,stand_type,pchembl_value,stand_value,canonical_smiles,stand_inchi,chembl_id,tid,pref_name,index,scaffolds_murcko,scaffolds_generic,scaffolds_csk
251,2482162,IC50,7.295,74.0,C[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(CF)c4)nc(-c4ccccc4F)c3CC[C@H]12,VNOZLDIRUBEPCM-GDRILBJZSA-N,CHEMBL4645611,103982,Nuclear receptor ROR-gamma ,1,O=C1C=CC2c3nc(-c4ccncc4)nc(-c4ccccc4)c3CCC2C1,CCC1CCCC(C2CC(C3CCCCC3C)C3CCC4C(C)C(C)C(CC)CC4(C)C3C2)C1,C1CCC(C2CC(C3CCCCC3)C3CCC4CCCCC4C3C2)CC1
252,2383191,IC50,7.6,25.0,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2ccccc12,FEUCSULPDIVIMX-UHFFFAOYSA-N,CHEMBL4476185,103982,Nuclear receptor ROR-gamma ,1,O=C(c1ccccc1)c1cn(-c2ccccc2)c2ccccc12,CC(C)C1CCC(C2CC(C(C)C3C(C)CCCC3C)C3CCCCC23)CC1,C1CCC(CC2CC(C3CCCCC3)C3CCCCC23)CC1
253,2109172,IC50,7.05,89.0,O=C1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,KMFPBRFAIUMNQB-QHCPKHFHSA-N,CHEMBL3899801,103982,Nuclear receptor ROR-gamma ,1,O=C1CCC(C(=O)N2CCC(c3ccccc3)(S(=O)(=O)c3ccccc3)C2)CC1,CC1CCC(C(C)C2CCC(C3CCC(C(C)(C(C)(C)C)C(C)(C)C)CC3)(C(C)(C)C3CCC(C)CC3)C2)CC1,C1CCC(CC2CCC(CC3CCCCC3)(C3CCCCC3)C2)CC1
254,2527960,IC50,7.17,67.0,Cc1cccc(C)c1NC(=O)c1cc([N+](=O)[O-])ccc1Cl,JLPXDQVIUNUDHC-UHFFFAOYSA-N,CHEMBL4791369,103982,Nuclear receptor ROR-gamma ,1,O=C(Nc1ccccc1)c1ccccc1,CC(C)C1CCC(C)C(C(C)CC2C(C)CCCC2C)C1,C1CCC(CCC2CCCCC2)CC1
255,1947603,IC50,7.31,49.0,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(F)cc(F)c3)c(F)c2)CC1,LHPJLIOBTGASHY-UHFFFAOYSA-N,CHEMBL3581545,103982,Nuclear receptor ROR-gamma ,1,O=S(=O)(c1ccccc1)N(Cc1ccc(N2CCNCC2)cc1)C1CCC1,CC1CC(C)CC(C(C)(C)C(CC2CCC(C3CCC(C(C)C)CC3)CC2C)C2CCC2)C1,C1CCC(CC(CC2CCC(C3CCCCC3)CC2)C2CCC2)CC1
256,2133969,IC50,7.0,100.0,CN(C)S(=O)(=O)N1CCC(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1,PSLIFUCKOUGDOQ-UHFFFAOYSA-N,CHEMBL3924598,103982,Nuclear receptor ROR-gamma ,1,O=S(=O)(Cc1ccccc1)NCc1ccc(C2CCNCC2)cc1,CC1CC(C2CCC(C(C)(C)C(C)C)CC2)CCC1CC(CC(C)(C)C)C(C)(C)CC1CCCCC1,C1CCC(CCCCC2CCC(C3CCCCC3)CC2)CC1
257,2260356,IC50,7.77,17.0,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c(C(F)(F)F)c1,TWYNUYIAZBTJDJ-QAQDUYKDSA-N,CHEMBL4128665,103982,Nuclear receptor ROR-gamma ,1,O=C(NC1CCC1)c1nc(CC2CCCCC2)c(-c2ccccc2)s1,CC(C)C1CC(CC(C)C2CC(CC3CCCCC3)C(C3CCC(C(C)(C)CC(C)(C)C)CC3C(C)(C)C)C2)C1,C1CCC(CC2CC(CCC3CCC3)CC2C2CCCCC2)CC1
258,2115932,IC50,7.3,50.0,CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,JWEFLGWIYBXXJM-PMERELPUSA-N,CHEMBL3906561,103982,Nuclear receptor ROR-gamma ,1,O=C(N1CCNCC1)N1CCC(c2ccc(COCc3ccccc3)cc2)(S(=O)(=O)c2ccccc2)C1,CC1CCC(C(C)(C)C2(C3CCC(C(CCC4CCCCC4)(C(C)(C)C)C(C)(C)C)CC3)CCC(C(C)C3CCC(C(C)C)CC3)C2)CC1,C1CCC(CCCC2CCC(C3(CC4CCCCC4)CCC(CC4CCCCC4)C3)CC2)CC1
259,2345976,IC50,7.39,41.0,COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CC(C(F)(F)F)C1,RVMOFFWBRUJSBL-UHFFFAOYSA-N,CHEMBL4438967,103982,Nuclear receptor ROR-gamma ,1,c1cncc(C(c2ccc3ncc(CN4CCC4)cc3c2)c2cnn[nH]2)c1,CCC1CC2CCC(C(C)(C3CCCC3C)C3CCC(C)CC3C)CC2C(C)C1CC1CC(C(C)(C)C)C1,C1CCC(C(C2CCCC2)C2CCC3CCC(CC4CCC4)CC3C2)CC1
260,2480455,IC50,7.3791666666666655,82.0,CCC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CC[C@H]12,CZPFBLHFGKUTTQ-TXVKUACNSA-N,CHEMBL4643904,103982,Nuclear receptor ROR-gamma ,1,O=C1C=CC2c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4)c3CCC2C1,CCCC1C(C)C(CC)CC2(C)C1CCC1C(C3CCCCC3C)CC(C3CCCC(C4CC4)C3)CC12,C1CCC(C2CC(C3CCCC(C4CC4)C3)CC3C4CCCCC4CCC23)CC1
261,2151080,IC50,7.5,32.0,CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,JEJPPPHATFNBTE-PMERELPUSA-N,CHEMBL3941709,103982,Nuclear receptor ROR-gamma ,1,O=C(N1CCNCC1)N1CCC(c2ccc(COCc3ccccc3)cc2)(S(=O)(=O)c2ccccc2)C1,CC1CCC(C(C)(C)C2(C3CCC(C(CCC4C(C)CCCC4C)(C(C)(C)C)C(C)(C)C)CC3)CCC(C(C)C3CCC(C(C)C)CC3)C2)CC1,C1CCC(CCCC2CCC(C3(CC4CCCCC4)CCC(CC4CCCCC4)C3)CC2)CC1
262,2262426,IC50,7.61,20.0,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,ADFNWMJLDNOFFX-UHFFFAOYSA-N,CHEMBL4159395,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1cc(-c2ccccc2)cs1,CCC1CC(C)C(CC)C(C2CCC(CC(C)CC3CCC(C(C)(C)CC)CC3)C2)C1,C1CCC(CCCC2CCC(C3CCCCC3)C2)CC1
263,2346163,IC50,8.066666666666666,1.0,O=C(O)[C@@H]1CCN(c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3cccc(F)c23)C[C@H]1O,IBIKHMZPHNKTHM-RDTXWAMCSA-N,CHEMBL4439154,103982,Nuclear receptor ROR-gamma ,1,O=C(c1ccccc1C1CC1)n1nc(N2CCCCC2)c2ccccc21,CC(C)C1CCC(C2CC(C(C)C3C(C)CCCC3C3CC3)C3CCCC(C)C23)CC1C,C1CCC(C2CC(CC3CCCCC3C3CC3)C3CCCCC32)CC1
264,2202175,IC50,7.96,11.0,CCN(CC)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,ZMPXWZZDDXVRPJ-UHFFFAOYSA-N,CHEMBL4062264,103982,Nuclear receptor ROR-gamma ,1,c1ccc(-c2cnc3ccc(C(c4ccncc4)c4cnc[nH]4)cc3c2)cc1,CCC(CC)C1CC2CCC(C(C)(C3CCCCC3)C3CCCC3C)CC2C(C)C1C1CCCCC1,C1CCC(C2CCC3CCC(C(C4CCCCC4)C4CCCC4)CC3C2)CC1
265,2260266,IC50,9.15,0.71,CCC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,JFBZAEQCYPRNMQ-MEMLXQNLSA-N,CHEMBL4128575,103982,Nuclear receptor ROR-gamma ,1,O=C(NC1CCC1)c1nc(CC2CCCCC2)c(-c2cccc3ccccc23)s1,CCC(C)(C)CC(C)(C)C1CCC(C2CC(C(C)CC3CC(C(C)C)C3)CC2CC2CCCCC2)C2CCCCC21,C1CCC(CC2CC(CCC3CCC3)CC2C2CCCC3CCCCC32)CC1
266,2375597,IC50,7.835,12.0,COc1nc2ccc(C(O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,CPYPTQBCRAYHAP-UHFFFAOYSA-N,CHEMBL4468588,103982,Nuclear receptor ROR-gamma ,1,c1ncc(C(c2ccc3ncc(CN4CCCCC4)cc3c2)c2cnn[nH]2)[nH]1,CCC1CC2CCC(C(C)(C3CCCC3C)C3CCC(C)C3C)CC2C(C)C1CC1CCC(C(C)(C)C)CC1,C1CCC(CC2CCC3CCC(C(C4CCCC4)C4CCCC4)CC3C2)CC1
267,2481104,IC50,7.7,20.0,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC(F)(F)C[C@@H]2C)c(Cl)c1Cl)C(F)(F)F,JJKXCDSVZIHACK-QWRGUYRKSA-N,CHEMBL4644553,103982,Nuclear receptor ROR-gamma ,1,O=C(c1ncsc1-c1ccccc1)N1CCCC1,CC(CCC(C)(C)C)C1CC(C(C)C2CC(C)(C)CC2C)C(C2CCC(C(C)(C)CC(C)C(C)(C)C)C(C)C2C)C1,C1CCC(C2CCCC2CC2CCCC2)CC1
268,2126804,IC50,7.17,68.0,COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C34CCC(C(=O)O)(CC3)CC4)C2)cc1F)(C(F)(F)F)C(F)(F)F,DDUIOYBHAIECFZ-RCSZBHJWSA-N,CHEMBL3917433,103982,Nuclear receptor ROR-gamma ,1,O=C(N1CCC(c2ccccc2)(S(=O)(=O)c2ccccc2)C1)C12CCC(CC1)CC2,CCC(C1CCC(C2(C(C)(C)C3CCC(C)CC3)CCC(C(C)C34CCC(C(C)C)(CC3)CC4)C2)CC1C)(C(C)(C)C)C(C)(C)C,C1CCC(CC2(C3CCCCC3)CCC(CC34CCC(CC3)CC4)C2)CC1
269,2292638,IC50,7.47,33.5,CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)c2ccccc2n3CC2CCCCC2)cc1,NFOCHEKGCNGGKY-UHFFFAOYSA-N,CHEMBL4214487,103982,Nuclear receptor ROR-gamma ,1,O=C(NCc1ccccc1)c1ccc2c(c1)c1ccccc1n2CC1CCCCC1,CCC(C)(C)C1CCC(CCC(C)C2CCC3C(CC4CCCCC4)C4CCCCC4C3C2)CC1,C1CCC(CCCC2CCC3C(CC4CCCCC4)C4CCCCC4C3C2)CC1
270,1613769,IC50,7.4,39.81,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3Cl)c(C(=O)c3ccccc3)s2)cc1,DFKCZXNTLZJLBR-UHFFFAOYSA-N,CHEMBL3105675,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1,CCC(C)(C)C1CCC(CC(C)CC2CC(C(C)C3CCCCC3)C(C3CCCCC3C)C2)CC1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
271,1947597,IC50,7.66,22.0,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(Cl)c3)c(F)c2)CC1,JPZKKUXZHNDSOF-UHFFFAOYSA-N,CHEMBL3581540,103982,Nuclear receptor ROR-gamma ,1,O=S(=O)(c1ccccc1)N(Cc1ccc(N2CCNCC2)cc1)C1CCC1,CC1CCCC(C(C)(C)C(CC2CCC(C3CCC(C(C)C)CC3)CC2C)C2CCC2)C1,C1CCC(CC(CC2CCC(C3CCCCC3)CC2)C2CCC2)CC1
272,2121061,IC50,7.21,62.0,[N-]=[N+]=Nc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1,BYBCVZWHHIRAPG-UAVUOLJFSA-N,CHEMBL3911690,103982,Nuclear receptor ROR-gamma ,1,O=C(C1CCCCC1)N1CCC(c2ccccc2)(S(=O)(=O)c2ccccc2)C1,CCCC1CCC(C(C)(C)C2(C3CCC(C(C)(C(C)(C)C)C(C)(C)C)CC3)CCC(C(C)C3CCC(C(C)C)CC3)C2)CC1,C1CCC(CC2CCC(CC3CCCCC3)(C3CCCCC3)C2)CC1
273,2260700,IC50,7.32,48.0,CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CCC(C)(C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,LQIMYRLGJBRBMG-UHFFFAOYSA-N,CHEMBL4129009,103982,Nuclear receptor ROR-gamma ,1,O=C(c1nc(CC2CCCCC2)c(-c2cccc3ccccc23)s1)N1CCCC1,CC(C1CC(CC2CCCCC2)C(C2CCC(C(C)(C)CC(C)(C)C)C3CCCCC23)C1)C1CCC(C)(C(C)C)C1,C1CCC(CC2CC(CC3CCCC3)CC2C2CCCC3CCCCC32)CC1
274,1780732,IC50,8.5,3.162,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,CBYGRUDVWLATGL-UHFFFAOYSA-N,CHEMBL3314016,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,CCC(C)(C)C1CCC(CC(C)CC2CCC(C3CCCCC3CC(C)(C)C)C(C)C2)CC1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1
275,2470424,IC50,7.28,60.0,Cc1cnccc1-c1nc(-c2ccccc2F)c2c(n1)[C@]1(C)C=C(C#N)C(=O)[C@H](C)[C@H]1CC2,ZQPNNAKDHKLGBK-YIPKYWMUSA-N,CHEMBL4633864,103982,Nuclear receptor ROR-gamma ,1,O=C1C=CC2c3nc(-c4ccncc4)nc(-c4ccccc4)c3CCC2C1,CCC1CC2(C)C(CCC3C(C4CCCCC4C)CC(C4CCCCC4C)CC32)C(C)C1C,C1CCC(C2CC(C3CCCCC3)C3CCC4CCCCC4C3C2)CC1
276,2262113,IC50,7.72,19.0,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3cccc(C#N)c3)cs2)cc1,JXRNAZFJZOAFOB-UHFFFAOYSA-N,CHEMBL4159082,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1cc(-c2cccnc2OCc2ccccc2)cs1,CCC1CCCC(CCC2CCCCC2C2CCC(CC(C)CC3CCC(C(C)(C)CC)CC3)C2)C1,C1CCC(CCCC2CCC(C3CCCCC3CCC3CCCCC3)C2)CC1
277,1960251,IC50,7.0,100.0,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3cc(Cl)ccc3Cl)cc2)cc1,JWDQSDWAKOULKG-UHFFFAOYSA-N,CHEMBL3609388,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,CCC(C)(C)C1CCC(CC(C)CC2CCC(C3CC(C)CCC3C)CC2)CC1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1
278,1780701,IC50,7.16,70.0,Cc1cc(CN2CCN(Cc3ccncc3)CC2)ccc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,HSUQYJQLSYQEOB-UHFFFAOYSA-N,CHEMBL3313985,103982,Nuclear receptor ROR-gamma ,1,c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)cc1,CC1CC(CC2CCC(CC3CCCCC3)CC2)CCC1C1CCC(C(C)(C(C)(C)C)C(C)(C)C)CC1,C1CCC(CC2CCC(CC3CCC(C4CCCCC4)CC3)CC2)CC1
279,2199414,IC50,8.04,7.5,CN(C)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1,SEJAMGYPDDPTHR-UHFFFAOYSA-N,CHEMBL4059503,103982,Nuclear receptor ROR-gamma ,1,c1ccc(-c2cnc3ccc(C(c4ccncc4)c4cnc[nH]4)cc3c2)cc1,CC(C)C1CC2CCC(C(C)(C3CCCCC3)C3CCCC3C)CC2C(C)C1C1CCCCC1,C1CCC(C2CCC3CCC(C(C4CCCCC4)C4CCCC4)CC3C2)CC1
280,2273531,IC50,7.48,33.0,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,KWCOHXDSOAWZFJ-UHFFFAOYSA-N,CHEMBL4170500,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1cc(-c2cccnc2Oc2ccccc2)cs1,CCC(C)(C)C1CCC(CC(C)CC2CCC(C3CCCCC3CC3CCC(CC(C)(C)C)CC3)C2)CC1,C1CCC(CCCC2CCC(C3CCCCC3CC3CCCCC3)C2)CC1
281,1960254,IC50,8.3,5.012,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3Cl)c(Cl)c2)cc1,DBYNLFRSPSIIBZ-UHFFFAOYSA-N,CHEMBL3609391,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1ccc(-c2ccccc2)cc1,CCC(C)(C)C1CCC(CC(C)CC2CCC(C3CCCCC3C)C(C)C2)CC1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1
282,2295568,IC50,7.12,75.0,COc1ccc(C(C(=O)Nc2ccc(C(C)(C)C)c(Cl)c2)N(C)C(=O)c2ccc(=O)[nH]c2)cc1,WRHOROHKVPGYIS-UHFFFAOYSA-N,CHEMBL4217417,103982,Nuclear receptor ROR-gamma ,1,O=C(NC(C(=O)Nc1ccccc1)c1ccccc1)c1ccc(=O)[nH]c1,CCC1CCC(C(C(C)CC2CCC(C(C)(C)C)C(C)C2)C(C)C(C)C2CCC(C)CC2)CC1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
283,2516953,IC50,7.16,69.0,CS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,LWWQXOKIFCFZLA-UHFFFAOYSA-N,CHEMBL4780362,103982,Nuclear receptor ROR-gamma ,1,O=C(NCc1ccccc1)Nc1ccc(-c2ccccc2)cc1,CC(CCC1CCC(C(C)(C)C)CC1)CC1CC(C)C(C2CCCCC2CC(C)(C)C)C(C)C1,C1CCC(CCCCC2CCC(C3CCCCC3)CC2)CC1
284,2191512,IC50,7.36,44.0,Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)ccc1F,ZGKKKUYNNOOVCZ-QHCPKHFHSA-N,CHEMBL3982141,103982,Nuclear receptor ROR-gamma ,1,O=C(C1CCS(=O)(=O)CC1)N1CCC(c2ccccc2)(S(=O)(=O)c2ccccc2)C1,CC1CCC(C(C)(C)C2(C3CCC(C(C)(C(C)(C)C)C(C)(C)C)CC3)CCC(C(C)C3CCC(C)(C)CC3)C2)CC1C,C1CCC(CC2CCC(CC3CCCCC3)(C3CCCCC3)C2)CC1
285,2180878,IC50,7.18,66.0,CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1,UDXDBKJGYHZKOZ-ODKGLIOUSA-N,CHEMBL3971507,103982,Nuclear receptor ROR-gamma ,1,O=C(C1CCCCC1)N1CCC(c2ccccc2)(S(=O)(=O)c2ccccc2)C1,CCC1(C(C)C2CCC(C3CCC(C(C)(C(C)(C)C)C(C)(C)C)C(C)C3)(C(C)(C)C3CCC(C)CC3)C2)CCC(C(C)C)CC1,C1CCC(CC2CCC(CC3CCCCC3)(C3CCCCC3)C2)CC1
286,2484285,IC50,8.37,4.3,C[C@H](NS(=O)(=O)c1ccc(-c2sc(CC(C)(C)C(=O)O)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F,BNMRBSLYMNBOOG-NSHDSACASA-N,CHEMBL4647734,103982,Nuclear receptor ROR-gamma ,1,c1ccc(-c2scnc2CC2CCC2)cc1,CC1C(C)C(C(C)(C)CC(C)C(C)(C)C)CCC1C1CC(CC(C)(C)C(C)C)CC1CC1CCC1,C1CCC(C2CCCC2CC2CCC2)CC1
287,2159099,IC50,7.15,71.0,CC(C)CN(Cc1ccc(NC2CCCOC2)cc1)S(=O)(=O)Cc1ccccc1,NLEGBEWTCQCGON-UHFFFAOYSA-N,CHEMBL3949728,103982,Nuclear receptor ROR-gamma ,1,O=S(=O)(Cc1ccccc1)NCc1ccc(NC2CCCOC2)cc1,CC(C)CC(CC1CCC(CC2CCCCC2)CC1)C(C)(C)CC1CCCCC1,C1CCC(CCCCC2CCC(CC3CCCCC3)CC2)CC1
288,2278336,IC50,8.12,0.6,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,VMHNMQCWPLURSW-INIZCTEOSA-N,CHEMBL4175305,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1ccc(OCc2ccccc2)nc1,CCC(C)(C)C1CCC(CC(C)CC2CCC(CC(C)C3CCCCC3)C(C)C2)CC1,C1CCC(CCCC2CCC(CCC3CCCCC3)CC2)CC1
289,2378495,IC50,7.7,20.0,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)cc1,KMYVFWIRTGQKMH-UHFFFAOYSA-N,CHEMBL4471486,103982,Nuclear receptor ROR-gamma ,1,O=C(c1ccccc1)c1cn(-c2ccccc2)c2ncccc12,CC(C)C1CCC(C2CC(C(C)C3C(C)CCCC3C)C3CCCCC23)CC1,C1CCC(CC2CC(C3CCCCC3)C3CCCCC23)CC1
290,2473423,IC50,7.66,22.0,CCCN(C)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,PZZOCUIKGAUQOE-NSHDSACASA-N,CHEMBL4636865,103982,Nuclear receptor ROR-gamma ,1,c1ccc(-c2cncs2)cc1,CCCC(C)C(C)C1CC(C(C)CCC(C)(C)C)CC1C1CCC(C(C)(C)CC(C)C(C)(C)C)C(C)C1C,C1CCC(C2CCCC2)CC1
291,2375666,IC50,7.2,39.81,CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,QVFBCSDTIQLPGJ-UHFFFAOYSA-N,CHEMBL4468657,103982,Nuclear receptor ROR-gamma ,1,O=C(NC(C(=O)Nc1ccccc1)c1ccccc1)c1ccccc1,CCC(C)(C)C1CCC(C(CC(C)C2CCCCC2)C(C)CC2CCC(C(C)(C(C)(C)C)C(C)(C)C)CC2)CC1,C1CCC(CCC(CCC2CCCCC2)C2CCCCC2)CC1
292,1969966,IC50,8.16,6.9,C[C@H]1CC[C@H](c2ccccc2)S(=O)(=O)N1Cc1ccc(N2CCC3(CC2)C(=O)N(C)C(=O)N3C)cc1F,BOSLWBPYCXECKC-YADARESESA-N,CHEMBL3632715,103982,Nuclear receptor ROR-gamma ,1,O=C1NC(=O)C2(CCN(c3ccc(CN4CCCC(c5ccccc5)S4(=O)=O)cc3)CC2)N1,CC1CC(C2CCC3(CC2)C(C)C(C)C(C)C3C)CCC1CC1C(C)CCC(C2CCCCC2)C1(C)C,C1CCC(C2CCCC(CC3CCC(C4CCC5(CCCC5)CC4)CC3)C2)CC1
293,2413934,IC50,7.85,14.0,COc1ccc2c(n1)CCN(C(C)=O)C2C(=O)Nc1ccc2c(c1)CCN2Cc1ccccc1OC,LHAWTHGNVBVCQS-UHFFFAOYSA-N,CHEMBL4543504,103982,Nuclear receptor ROR-gamma ,1,O=C(Nc1ccc2c(c1)CCN2Cc1ccccc1)C1NCCc2ncccc21,CCC1CCC2C(CCC(C(C)C)C2C(C)CC2CCC3C(CCC3CC3CCCCC3CC)C2)C1,C1CCC(CC2CCC3CC(CCC4CCCC5CCCCC54)CCC23)CC1
294,2174563,IC50,7.02,95.0,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C4CC4)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,XJTHMUWNSRVDQS-BATDWUPUSA-N,CHEMBL3965192,103982,Nuclear receptor ROR-gamma ,1,O=C(C1CCCCC1)N1CCC(c2ccc(C3CC3)cc2)(S(=O)(=O)c2ccccc2)C1,CC1CCC(C(C)(C)C2(C3CCC(C4CC4)C(C)C3)CCC(C(C)C3CCC(C(C)C)CC3)C2)CC1,C1CCC(CC2CCC(CC3CCCCC3)(C3CCC(C4CC4)CC3)C2)CC1
295,2480756,IC50,7.46,35.0,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,NDUQBOOKZMSFRQ-ZDUSSCGKSA-N,CHEMBL4644205,103982,Nuclear receptor ROR-gamma ,1,O=C(c1ncsc1-c1ccccc1)N1CCCCC1,CCC(C)(C)CCCC(C)C1CC(C(C)C2CCC(C)CC2)C(C2CCC(C(C)(C)CC(C)C(C)(C)C)C(C)C2C)C1,C1CCC(CC2CCCC2C2CCCCC2)CC1
296,1958131,IC50,7.7,19.95,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(OC)cc3)s2)cc1,ANHCIPXNRMCIMG-UHFFFAOYSA-N,CHEMBL3605086,103982,Nuclear receptor ROR-gamma ,1,O=C(Cc1ccccc1)Nc1nc(-c2ccccc2)c(Oc2ccccc2)s1,CCC1CCC(CC2CC(CC(C)CC3CCC(C(C)(C)CC)CC3)CC2C2CCCCC2)CC1,C1CCC(CCCC2CC(CC3CCCCC3)C(C3CCCCC3)C2)CC1
297,1782479,IC50,7.02,95.0,CC(=O)N1CCN(c2ccc(CN(C(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,QBHMBDZJVDBYGI-UHFFFAOYSA-N,CHEMBL3317840,103982,Nuclear receptor ROR-gamma ,1,O=S(=O)(Cc1ccccc1)NCc1ccc(N2CCNCC2)cc1,CC(C)C1CCC(C2CCC(CC(C(C)C)C(C)(C)CC3CCCCC3)CC2)CC1,C1CCC(CCCCC2CCC(C3CCCCC3)CC2)CC1
